clip_id,event_time,device_id,region_id,scene_type,time_bucket,is_holiday,weather,snr_db,peak_db,duration_ms,spectral_centroid,zero_crossing_rate,rms_energy,true_class,binary_label,model_score,predicted_label,error_type,miss_reason
C0000016,2026-01-13 08:16:19,D0117,R02,construction_site,daytime,0,cloudy,6.407312976908882,83.66850264361914,760.0996612436212,2768.197960260568,0.14002976938219355,0.47789593253545776,metal_hit,0,0.30379776486779136,0,TN,
C0000017,2026-01-24 17:20:27,D0009,R07,residential_area,evening_peak,1,cloudy,-2.3849718090437797,76.52170215292543,814.8263990405227,1681.520219150158,0.08645078560748332,0.44930663610438215,vehicle_backfire,0,0.5331575630889169,0,TN,
C0000018,2026-01-05 15:16:29,D0053,R08,construction_site,daytime,1,clear,7.431754554399793,105.89687240693587,678.6132636021825,2574.1470706373643,0.24149015006335853,0.7988624151576331,firework,1,0.8256191502654511,1,TP,
C0000019,2026-01-16 17:44:54,D0055,R05,construction_site,evening_peak,1,light_rain,34.20167147926008,121.90413323820371,1136.9253137991539,4102.58206520624,0.19238059591319562,0.4087647517406867,firework,1,0.8052653001382408,1,TP,
C0000020,2026-01-26 17:41:02,D0073,R01,industrial_park,evening_peak,1,light_rain,26.3597292977999,96.85171461570306,916.7565045955183,4454.3422531942,0.07123587633820483,0.7531915833314924,firework,1,0.8147545865682633,1,TP,
C0000021,2026-01-23 21:46:44,D0024,R08,industrial_park,night,0,clear,25.772730784282125,115.88454331951728,419.2389203049294,3781.6907688595315,0.23336771194493924,0.49894655569104973,vehicle_backfire,0,0.2924695198432143,0,TN,
C0000022,2026-01-26 23:02:45,D0028,R03,residential_area,night,1,light_rain,2.142896255245031,93.44451718183493,767.9633680026099,2474.786144427736,0.1666638035613595,0.40525552408683224,piling,0,0.5900646154012694,0,TN,
C0000023,2026-01-20 20:43:37,D0110,R02,industrial_park,evening_peak,0,windy,17.167494805500134,109.1067481477474,487.26671559334216,2614.4522685418688,0.17951164896407032,0.2024236509152466,metal_hit,0,0.5530120480272059,0,TN,
C0000024,2026-01-07 02:27:00,D0064,R08,construction_site,early_morning,0,clear,17.67367552569435,82.18172058420166,1099.244137720635,3616.5615898273554,0.23887281007395553,0.8311076711839237,vehicle_backfire,0,0.5320919991441688,0,TN,
C0000025,2026-01-27 23:08:43,D0099,R02,residential_area,night,0,light_rain,26.614410661315567,124.43137119121549,1149.6937384938851,3786.861146586053,0.09642424246059761,0.5816758767811544,firework,1,0.8162568334264294,1,TP,
C0000026,2026-01-18 07:30:01,D0014,R03,construction_site,early_morning,1,cloudy,25.779657716563257,95.98373412672572,887.1362010144157,3710.0495524946687,0.16032953835178065,0.3157789005107091,firework,1,0.9125366038815382,1,TP,
C0000027,2026-01-05 23:04:48,D0120,R06,construction_site,night,1,clear,-2.764196453486205,56.01604104871639,1938.1284980596777,2373.4482908284726,0.06132459807742107,0.26481754533012847,wind_rain,0,0.8296995307821146,1,FP,
C0000028,2026-01-14 11:50:13,D0103,R05,residential_area,daytime,0,cloudy,15.547159007497683,104.46665312131961,1016.4942598820736,3616.0353644354113,0.17792188650787566,0.7331664681763643,truck_horn,0,0.41722141557843784,0,TN,
C0000029,2026-01-13 19:59:08,D0117,R02,construction_site,evening_peak,0,clear,3.4761006188609063,120.38849791883726,256.56815817925354,5404.266368908347,0.20142691415241268,0.5920451223509584,firework,1,0.9414151788044534,1,TP,
C0000030,2026-01-27 12:27:01,D0081,R03,construction_site,daytime,0,light_rain,2.390784767138113,70.99697899361085,227.2241580097708,2308.772994096109,0.1505642591627756,0.7032055324585299,metal_hit,0,0.34140333711266785,0,TN,
C0000031,2026-01-26 19:51:03,D0107,R08,arterial_road,evening_peak,1,light_rain,33.479580356496506,101.15105904186619,758.8368096004232,4557.921068761691,0.11356170635483065,0.9377814027724864,firework,1,0.40398816750369665,0,FN,occlusion_reflection
C0000032,2026-01-23 21:00:33,D0057,R07,arterial_road,night,0,clear,4.980383337366544,95.614078563059,1285.0204161451231,2545.1383940855167,0.18453434707591815,0.6471966818946263,truck_horn,0,0.7013719731860112,0,TN,
C0000033,2026-01-25 18:11:41,D0091,R05,residential_area,evening_peak,1,cloudy,2.4463642554380094,105.43182860513241,599.4347887171077,4472.430992250759,0.1458696850659656,0.5895644479697967,vehicle_backfire,0,0.6186176379592687,0,TN,
C0000034,2026-01-16 16:35:41,D0118,R08,construction_site,daytime,1,clear,17.647492850421227,96.76951851259138,648.826401859827,4236.360271881633,0.0810977817106579,0.3356824944940373,metal_hit,0,0.08153942042580203,0,TN,
C0000035,2026-01-08 10:04:11,D0086,R02,residential_area,daytime,0,clear,0.09578760853393664,83.33689685271196,1410.6574593117746,1842.0552792136382,0.06418715638979108,0.6145650554730362,crowd_noise,0,0.5519584919178548,0,TN,
C0000036,2026-01-04 03:42:56,D0097,R08,arterial_road,early_morning,1,clear,7.881261069669026,62.590558654677636,108.22327729828397,3742.8994124563706,0.20012424188933786,0.71144403093579,metal_hit,0,0.1740484756517658,0,TN,
C0000037,2026-01-17 17:49:38,D0028,R03,residential_area,evening_peak,1,clear,14.774485616736534,99.6386851697315,828.986424270486,3446.352269275216,0.257629994012022,0.8410943333636978,firework,1,0.9541032896028956,1,TP,
C0000038,2026-01-05 01:10:30,D0058,R04,arterial_road,early_morning,1,clear,29.569551310184835,98.45382485464593,1554.1400819994276,4319.399540104741,0.19634691360918421,0.4407628064244673,truck_horn,0,0.8723688775889026,1,FP,
C0000039,2026-01-12 22:54:05,D0032,R01,industrial_park,night,0,light_rain,7.458200925461586,93.15180673763808,511.75229246030955,4208.773905544636,0.1501862622442484,0.8822689682627153,truck_horn,0,0.3257479810415067,0,TN,
C0000040,2026-01-26 04:22:06,D0014,R03,site_construction,early_morning,1,cloudy,11.083519976863961,110.90202405562651,1105.4612568042182,2644.709081418968,0.10041862905887691,0.22371219548492574,piling,0,0.5244916959754768,0,TN,
C0000041,2026-01-02 10:17:22,D0104,R05,industrial_park,daytime,0,cloudy,33.75631073619577,103.37737479671627,921.0521326523954,2735.575416062131,0.17191663434863658,0.7301421626356159,firework,1,0.8626022964487862,1,TP,
C0000042,2026-01-17 15:27:56,D0096,R07,construction_site,daytime,1,light_rain,13.213285654165308,112.73390279047581,239.43561439775468,5058.113464267829,0.25126843810542143,0.4413970796829118,firework,1,0.3537940229348439,0,FN,occlusion_reflection
C0000043,2026-01-26 19:48:35,D0096,R07,construction_site,evening_peak,1,windy,2.4733887547894255,76.34356739189383,1404.2695817765837,2605.0155607062247,0.13903015749873673,0.3670377569946364,crowd_noise,0,0.32853428516741634,0,TN,
C0000044,2026-01-16 02:35:58,D0073,R01,industrial_park,early_morning,1,clear,16.37819102893185,99.43552746925387,1196.6431751487573,3078.5237344452835,0.2891654800355336,0.37445335925549583,firework,1,0.8259141953156919,1,TP,
C0000045,2026-01-03 23:18:11,D0097,R08,arterial_road,night,1,cloudy,13.64167668250651,90.41695908981086,859.0862278892783,4577.2005927343835,0.10952975053639136,0.2701925710847999,truck_horn,0,0.46882663022829196,0,TN,
C0000046,2026-01-01 02:10:34,D0113,R03,residential_area,early_morning,0,windy,1.764832991790529,97.3728215685621,433.95808529040517,3322.667093454338,0.2984714233679151,0.8412197650826783,firework,1,0.4403169437998479,0,FN,occlusion_reflection
C0000047,2026-01-24 22:42:14,D0090,R05,arterial_road,night,1,clear,27.378663560771564,109.77083553405923,364.48537000924887,3160.080549738957,0.09558007211110314,0.6932468476745397,firework,1,0.8269341209877836,1,TP,
C0000048,2026-01-10 18:36:56,D0084,R08,residential_area,evening_peak,1,clear,3.0295572490022877,113.32917030193288,1087.640765560201,3692.4728213952703,0.13171697966236345,0.5388341740497705,piling,0,0.8295206084958969,1,FP,
C0000049,2026-01-11 05:19:46,D0086,R02,residential_area,early_morning,1,clear,-0.9592383366574921,83.49206564359434,916.3533671801567,3427.445907964421,0.08369574649826922,0.4444245201039496,vehicle_backfire,0,0.6759984580985596,0,TN,
C0000050,2026-01-17 10:25:30,D0041,R03,arterial_road,daytime,1,cloudy,1.1545946731975079,81.30188700274266,1121.0018159526917,3219.092860518517,0.1373697435574051,0.8046192375482963,vehicle_backfire,0,0.5365976077671878,0,TN,
C0000051,2026-01-06 19:23:53,D0063,R01,arterial_road,evening_peak,0,light_rain,7.345168481373925,104.36163152600463,1344.3682371037544,4028.9384894191157,0.05901424593869641,0.6474511090402164,piling,0,0.508457520055381,0,TN,
C0000052,2026-01-06 08:22:22,D0035,R04,main_road,daytime,0,cloudy,5.359758935914382,89.35303499072128,192.97955713752935,2237.884105633003,0.1764592671471927,0.4402129688661982,vehicle_backfire,0,0.6228866557870709,0,TN,
C0000053,2026-01-24 22:10:19,D0120,R06,construction_site,night,1,cloudy,15.547585311128717,43.780700501499005,2827.831098538814,2580.1592865369116,0.06386960235568617,0.2628854246231198,wind_rain,0,0.13476339068018084,0,TN,
C0000054,2026-01-08 22:07:38,D0015,R06,arterial_road,night,0,cloudy,9.47852105464117,109.71725531073012,1441.4931945775652,3281.140977122546,0.15493016769351337,0.6928029926193957,truck_horn,0,0.8199413673802307,1,FP,
C0000055,2026-01-22 23:12:16,D0028,R03,residential_area,night,0,windy,2.4671029329857976,110.87348324744548,952.1928249496251,2633.3697874865206,0.2670549713713495,0.3987963748168678,firework,1,0.9618003024703762,1,TP,
C0000056,2026-01-05 11:18:57,D0052,R03,residential_area,daytime,1,cloudy,-2.6013881533766243,76.67561461860072,1968.824631264602,2211.9168219648463,0.04903166592390905,0.24664898396725643,crowd_noise,0,0.5104198006802295,0,TN,
C0000057,2026-01-11 09:43:46,D0102,R03,construction_site,daytime,1,light_rain,19.39468052496978,112.1111370499182,546.2927019388346,4262.315540485249,0.2644890625684091,0.4608321244780236,firework,1,0.8113502525616058,1,TP,
C0000058,2026-01-15 15:52:19,D0024,R08,industrial_park,daytime,0,clear,7.636515091999172,93.59275174986027,1026.190974069652,1745.5140053334876,0.14781234395865234,0.8105546143750856,vehicle_backfire,0,0.2932877062084961,0,TN,
C0000059,2026-01-17 21:56:55,D0049,R05,construction_site,night,1,light_rain,12.977816394150167,112.16224539079428,376.552765704496,3370.2919601544586,0.21081058404981456,0.2240888552161641,vehicle_backfire,0,0.5222337393552027,0,TN,
C0000060,2026-01-04 19:57:06,D0120,R06,construction_site,evening_peak,1,heavy_rain,5.217928719260051,100.29648352535352,976.0926231260447,3158.169966516026,0.14277706726342398,0.6650607374859934,piling,0,0.3315983582854148,0,TN,
C0000061,2026-01-05 07:29:39,D0067,R03,arterial_road,early_morning,1,cloudy,29.661410190876325,119.9676781191106,258.5146603697808,3720.5990538235587,0.10187387530793887,0.5793547300653676,firework,1,0.3134771317474577,0,FN,small_fragmented_blast
C0000062,2026-01-19 15:08:36,D0055,R05,construction_site,daytime,0,clear,15.37339268022005,78.3276638339218,1643.921605838488,3269.1268141340443,0.04726134250655511,0.12359754195592837,machinery,0,0.40562725408012673,0,TN,
C0000063,2026-01-20 17:31:29,D0031,R03,construction_site,evening_peak,0,heavy_rain,0.4961234635453433,78.90970127802058,496.5661314484772,1609.8795890409708,0.04964378808927817,0.1880747223570689,metal_hit,0,0.1693371997362236,0,TN,
C0000064,2026-01-21 22:21:13,D0090,R05,arterial_road,night,0,clear,-1.4053699922016052,97.9764857121051,470.11129869290386,5040.533994537871,0.2746895432376261,0.8257725598593608,firework,1,0.5585612285254297,0,FN,far_distance_low_snr
C0000065,2026-01-20 15:16:57,D0058,R04,arterial_road,daytime,0,cloudy,12.333669748824768,79.08623224575662,220.8076211084791,2005.2887880209705,0.05593928616328561,0.7446210535075989,metal_hit,0,0.16487760106497826,0,TN,
C0000066,2026-01-08 16:17:47,D0117,R02,construction_site,daytime,0,clear,19.709694783089375,63.92212669445627,1430.9889102701686,2073.333614410767,0.08810581595016989,0.4299438250051589,crowd_noise,0,0.4321263558053393,0,TN,
C0000067,2026-01-29 23:20:52,D0106,R03,construction_site,night,0,cloudy,20.132517973240475,94.60813237833904,2152.843139533189,3442.007097236756,0.07563716266479892,0.660826335091558,machinery,0,0.3414666931983898,0,TN,
C0000068,2026-01-13 19:13:05,D0102,R03,construction_site,evening_peak,0,clear,14.224221172757606,122.35228869153116,317.37690418796376,4021.306796642206,0.25651969879474207,0.33430461299533837,firework,1,0.8061556333559399,1,TP,
C0000069,2026-01-25 17:37:14,D0116,R08,industrial_park,evening_peak,1,cloudy,16.000187051243103,112.6089978031677,995.2433539451415,2495.9985751345257,0.16805356583076703,0.3722233345677853,firework,1,0.9151115216752088,1,TP,
C0000070,2026-01-09 21:41:09,D0032,R01,industrial_park,night,0,cloudy,4.21662072789249,107.22732862793542,1408.9794910202254,2039.7257764360788,0.1458849565100519,0.2172131937355499,piling,0,0.4713636843137659,0,TN,
C0000071,2026-01-04 01:59:43,D0069,R03,residential_area,early_morning,1,clear,10.181577296865552,95.81533322476967,1460.603801121465,4511.3513975186,0.2120318070480624,0.4136711354011736,truck_horn,0,0.5306383429342663,0,TN,
C0000072,2026-01-20 20:38:35,D0073,R01,industrial_park,evening_peak,0,cloudy,7.223403893130406,93.42021067469459,957.3393386917662,3146.1956356502596,0.15389318378303343,0.627727113838257,truck_horn,0,0.4762837941815428,0,TN,
C0000073,2026-01-17 22:19:03,D0119,R01,arterial_road,night,1,,-5.910880940375933,62.475607412103315,2922.9690147639485,1065.2295447611637,0.0512487644688366,0.5669612628254963,wind_rain,0,0.18607552435553262,0,TN,
C0000074,2026-01-16 21:20:02,D0009,R07,residential_area,night,1,clear,1.4580540883409476,108.42865943563315,1061.7146672668591,5058.135755555424,0.2546003518321228,0.7041110432743022,firework,1,0.8212945238516672,1,TP,
C0000075,2026-01-04 17:48:52,D0097,R08,arterial_road,evening_peak,1,cloudy,18.928048374555804,105.8514970253847,570.1396822693061,2843.835732358454,0.15496164871257784,0.7481633985475347,truck_horn,0,0.7312613142936749,0,TN,
C0000076,2026-01-25 18:27:40,D0062,R07,arterial_road,evening_peak,1,cloudy,24.737240774565908,111.39797920204916,1078.0205698913524,4074.0603597263657,0.05133616768956206,0.815490790070363,truck_horn,0,0.8588669796137403,1,FP,
C0000077,2026-01-25 21:51:25,D0106,R03,construction_site,night,1,light_rain,9.823325794584175,109.49657712570843,269.6312351509074,4050.4993061059286,0.21757898997698444,0.29740983724002096,metal_hit,0,0.14480710046897638,0,TN,
C0000078,2026-01-19 20:56:34,D0017,R06,arterial_road,evening_peak,0,clear,1.880595179223251,114.40507747855955,996.8283098143274,2283.509056410682,0.09255315770489564,0.2806520714290214,truck_horn,0,0.49427908938270765,0,TN,
C0000079,2026-01-09 07:55:36,D0024,R08,industrial_park,early_morning,0,clear,14.699634536847714,93.51163034437734,1674.3837977088722,1942.6591253770473,0.20573047990782395,0.8354587864800262,truck_horn,0,0.6807333334731469,0,TN,
C0000080,2026-01-16 20:30:41,D0043,R06,construction_site,evening_peak,1,light_rain,27.639402498804827,111.73554216977686,974.1422203457142,5273.441948967731,0.17692053951871758,0.37070680955940705,firework,1,0.8117344936642601,1,TP,
C0000081,2026-01-02 18:20:02,D0019,R02,construction_site,evening_peak,0,clear,24.026169946502087,108.45413350681437,1232.1762174444639,3352.7486289506805,0.051356603210114156,0.47029015434838667,piling,0,0.44939879765405827,0,TN,
C0000082,2026-01-18 18:47:07,D0098,R03,residential_area,evening_peak,1,light_rain,27.07222432463788,101.54795978614291,250.4743438724994,5334.661442148828,0.22247376916311454,0.8790046539349481,firework,1,0.8285692273408746,1,TP,
C0000083,2026-01-16 13:25:49,D0066,R02,arterial_road,daytime,1,windy,26.210181884109264,114.3979438780067,1155.4548574823518,2111.3618549036764,0.20032489220535105,0.6612581905263498,piling,0,0.3650981500393723,0,TN,
C0000084,2026-01-18 15:44:11,D0110,R02,industrial_park,daytime,1,cloudy,1.4595570219680862,105.90052764297761,507.9537768515842,4008.2922304562667,0.24422300023267315,0.4926681683018237,firework,1,0.827184357512279,1,TP,
C0000085,2026-01-01 19:27:49,D0087,R02,construction_site,evening_peak,0,clear,5.755469393690024,91.92339050422477,1302.3743813893377,2813.534102248099,0.11036963816435466,0.49266179789007714,piling,0,0.8034100710712248,1,FP,
C0000086,2026-01-23 20:11:11,D0113,R03,residential_area,evening_peak,0,clear,21.799107160869834,86.02820644856202,277.2699618702849,4045.703948063196,0.1226548624267057,0.7450201363620421,metal_hit,0,0.20406160216072383,0,TN,
C0000087,2026-01-26 17:27:53,D0084,R08,residential_area,evening_peak,1,cloudy,16.575769325842472,118.95534211515391,559.6962420903465,2555.569848488071,0.28491976458084844,0.8739303515694943,firework,1,0.8226390376739625,1,TP,
C0000088,2026-01-23 13:58:14,D0101,R06,industrial_park,daytime,0,light_rain,9.858399226320959,69.91492542615816,2208.5393804265605,1679.997052416366,0.0326350293442539,0.6574778284174576,machinery,0,0.2873402644231555,0,TN,
C0000089,2026-01-09 04:13:24,D0036,R04,residential_area,early_morning,0,clear,7.105228672490348,91.56545149210226,501.8224988652182,2590.150375790517,0.06401359475629559,0.150389343437172,vehicle_backfire,0,0.8123336382007487,1,FP,
C0000090,2026-01-16 14:17:21,D0036,R04,residential_area,daytime,1,clear,4.104807279050082,77.60296605962225,272.21556124824735,4171.160315614611,0.11324567530571854,0.412232010572925,vehicle_backfire,0,0.5133726089774643,0,TN,
C0000091,2026-01-24 19:30:58,D0070,R01,arterial_road,evening_peak,1,clear,-0.636814138466093,109.00244374940497,1777.668459614889,1400.774975862752,0.06262397323230519,0.8065605325468881,piling,0,0.6313159223847845,0,TN,
C0000092,2026-01-16 05:56:02,D0071,R06,residential_area,early_morning,1,light_rain,35.88694110941636,114.29202992585363,875.4795831259843,3615.8610336519064,0.216501135423224,0.680299206435534,firework,1,0.8149800516149914,1,TP,
C0000093,2026-01-04 23:48:16,D0041,R03,arterial_road,night,1,light_rain,0.6788322918339631,71.3835134893888,1645.734101566314,2470.5190507042935,0.0336901355147261,0.4719773772133658,wind_rain,0,0.03097084696332799,0,TN,
C0000094,2026-01-26 06:18:13,D0029,R05,residential_area,early_morning,1,windy,1.1754321581404703,108.7662708004888,532.5923354681747,5061.084485032772,0.20087485045239936,0.4182423940264436,firework,1,0.8863618404818151,1,TP,
C0000095,2026-01-18 20:49:31,D0023,R03,industrial_park,evening_peak,1,light_rain,-1.4049508923788965,99.98574786656332,541.6193936946306,3769.5268527693024,0.08879661635579536,0.3204955487864014,firework,1,0.9551259477561332,1,TP,
C0000096,2026-01-08 10:23:21,D0114,R04,arterial_road,daytime,0,cloudy,18.386840516396738,112.2667775422641,549.1085820172073,2717.936150161814,0.10968685436534745,0.6989088923936366,truck_horn,0,0.6176289862992658,0,TN,
C0000097,2026-01-13 17:52:10,D0096,R07,construction_site,evening_peak,0,windy,10.495580635815621,97.29707217564037,624.7920870361197,3943.82325830059,0.12583020872824002,0.7192121544735954,firework,1,0.8055055620149587,1,TP,
C0000098,2026-01-25 17:25:35,D0024,R08,industrial_park,evening_peak,1,cloudy,10.787704359023563,124.10139258866678,961.6215629199089,3785.422962798427,0.15894972781185884,0.6415237299242784,firework,1,0.8521903912892188,1,TP,
C0000099,2026-01-16 18:29:24,D0037,R04,residential_area,evening_peak,1,cloudy,24.90668924100563,106.9378544206022,1165.6375607202103,2289.874858729193,0.10961265310762594,0.8618993265838406,firework,1,0.8189453119342608,1,TP,
C0000100,2026-01-04 19:44:51,D0029,R05,residential_area,evening_peak,1,cloudy,9.746261133580848,117.22846088481339,201.8599768557691,5225.027378346776,0.08993809940637347,0.47371370065458696,firework,1,0.8084170434975163,1,TP,
C0000101,2026-01-26 21:15:06,D0059,R03,residential_area,night,1,heavy_rain,29.44651684632271,113.53413734572959,493.1816964624725,2212.532913335894,0.28093630383823676,0.8193883589395097,firework,1,0.8128290638780017,1,TP,
C0000102,2026-01-19 21:06:31,D0080,R07,construction_site,night,0,clear,19.437783417766042,111.48715190512313,730.7710882095572,3649.0571802517397,0.11755560137142741,0.6598848692193591,truck_horn,0,0.32724460364079405,0,TN,
C0000103,2026-01-13 17:23:56,D0032,R01,industrial_park,evening_peak,0,light_rain,-3.2956114720975016,115.48427255019638,317.20416993082097,2643.123193005499,0.14261641624558036,0.37425078015575003,vehicle_backfire,0,0.8248053101404789,1,FP,
C0000104,2026-01-27 10:35:48,D0111,R05,arterial_road,daytime,0,light_rain,27.01298218883808,98.31274671689607,1058.3116690103661,3825.6735502517276,0.06768069853628561,0.5443570243447253,truck_horn,0,0.3334536895864792,0,TN,
C0000105,2026-01-30 06:46:05,D0109,R02,residential_area,early_morning,0,light_rain,14.622757930788463,50.832524703510366,2558.9428238514897,1057.6017630447782,0.044602000578560536,0.41501291395893797,wind_rain,0,0.18826189180341038,0,TN,
C0000106,2026-01-22 10:28:14,D0030,R05,construction_site,daytime,0,light_rain,24.650582590054444,89.79396811988842,1157.9335099456962,1567.4937927210003,0.13908904787524423,0.6358745978865807,piling,0,0.3728817262156943,0,TN,
C0000107,2026-01-10 23:14:40,D0072,R06,arterial_road,night,1,windy,13.198814972021982,112.81791206371648,1224.5890281040065,1870.6312075127746,0.10207448952525872,0.6540436836647593,truck_horn,0,0.5735412107915029,0,TN,
C0000108,2026-01-11 06:37:19,D0033,R02,residential_area,early_morning,1,clear,22.493396015977613,74.48226456305916,773.0066915432129,2315.4163227643367,0.03520797736400851,0.7407662966630415,vehicle_backfire,0,0.32695427112014347,0,TN,
C0000109,2026-01-03 16:48:44,D0103,R05,residential_area,daytime,1,windy,5.868603806784016,114.33470664460872,1939.3423786647757,2395.4059975714135,0.11620723779727715,0.4282850376263676,piling,0,0.8068012222507807,1,FP,
C0000110,2026-01-02 18:22:37,D0076,R06,residential_area,evening_peak,0,light_rain,9.617378286736948,109.32293853339672,814.2499660734461,3936.543816361216,0.07437638971868579,0.3146559814416632,firework,1,0.880030166325115,1,TP,
C0000111,2026-01-24 08:35:16,D0112,R01,residential_area,daytime,1,clear,0.27558096358962025,102.03588635282414,626.2584918687755,3410.4319054047724,0.1054354758986568,0.2232959846114504,metal_hit,0,0.28408048629695193,0,TN,
C0000112,2026-01-29 01:32:32,D0083,R05,construction_site,early_morning,0,heavy_rain,22.517101700957344,72.68691496379286,1014.1152839168922,2224.099335784045,0.14557649113887933,0.6705661387714568,machinery,0,0.1645631107073646,0,TN,
C0000113,2026-01-09 23:49:43,D0113,R03,residential_area,night,0,,19.711192782340333,120.8037864483784,459.70135707124456,2454.669002477642,0.27648920703890334,0.7770627097378531,firework,1,0.5654266932202932,0,FN,occlusion_reflection
C0000114,2026-01-10 18:45:09,D0072,R06,arterial_road,evening_peak,1,heavy_rain,2.4451709335794583,75.27111871851403,274.9565633168439,1279.5685834412784,0.12383896449162914,0.2834642916911839,metal_hit,0,0.42603761459862927,0,TN,
C0000115,2026-01-08 13:42:00,D0009,R07,residential_area,daytime,0,cloudy,13.61911712096288,71.0801047778402,692.1479223653632,3387.012708017618,0.07022483829011901,0.5061639863972024,vehicle_backfire,0,0.27575606028165706,0,TN,
C0000116,2026-01-13 07:34:46,D0012,R04,industrial_park,early_morning,0,clear,37.504857831706154,114.07771801993216,767.8680078304614,5144.408505384759,0.07701085650223127,0.6522637968515401,firework,1,0.9424002803514787,1,TP,
C0000117,2026-01-07 13:58:51,D0073,R01,industrial_park,daytime,0,cloudy,6.88699005221029,114.18952325659968,405.6119014805014,3227.9186864564977,0.10686110552406894,0.463676292814697,firework,1,0.8952376357205474,1,TP,
C0000118,2026-01-06 18:32:02,D0024,R08,industrial_park,evening_peak,0,cloudy,7.011572417669218,71.35671987968414,1859.7586694445836,2547.308147723622,0.1315168001164578,0.5284024473389803,machinery,0,0.21702575682089906,0,TN,
C0000119,2026-01-25 21:14:52,D0100,R08,industrial_park,night,1,light_rain,16.41479165830728,95.6431009689574,937.0009869271114,4812.884054237297,0.1805126256660739,0.7390973368620415,firework,1,0.8547958634326955,1,TP,
C0000120,2026-01-25 02:54:52,D0054,R03,construction_site,early_morning,1,windy,12.480496296093332,79.43521751834545,325.09862878058885,2537.845011629117,0.1519003431719312,0.43870335634542346,metal_hit,0,0.16334819930412878,0,TN,
