clip_id,event_time,device_id,region_id,scene_type,time_bucket,is_holiday,weather,snr_db,peak_db,duration_ms,spectral_centroid,zero_crossing_rate,rms_energy,true_class,binary_label,model_score,predicted_label,error_type,miss_reason
C0000040,2026-01-26 04:22:06,D0014,R03,construction_site,early_morning,1,cloudy,11.08351997686396,110.90202405562653,1105.4612568042182,2644.709081418968,0.1004186290588769,0.2237121954849257,piling,0,0.5244916959754768,0,TN,
C0000041,2026-01-02 10:17:22,D0104,R05,industrial_park,daytime,0,cloudy,33.75631073619577,103.37737479671628,921.0521326523954,2735.575416062131,0.1719166343486365,0.7301421626356159,firework,1,0.8626022964487862,1,TP,
C0000042,2026-01-17 15:27:56,D0096,R07,construction_site,daytime,1,light_rain,13.213285654165308,112.7339027904758,239.43561439775468,5058.113464267829,0.2512684381054214,0.4413970796829118,firework,1,0.3537940229348439,0,FN,occlusion_reflection
C0000043,2026-01-26 19:48:35,D0096,R07,construction_site,evening_peak,1,windy,2.473388754789425,76.34356739189383,1404.2695817765837,2605.0155607062247,0.1390301574987367,0.3670377569946364,crowd_noise,0,0.3285342851674163,0,TN,
C0000044,2026-01-16 02:35:58,D0073,R01,industrial_park,early_morning,1,clear,16.37819102893185,99.43552746925388,1196.643175148757,3078.5237344452835,0.2891654800355336,0.3744533592554958,firework,1,0.8259141953156919,1,TP,
C0000045,2026-01-03 23:18:11,D0097,R08,arterial_road,night,1,cloudy,13.64167668250651,90.41695908981086,859.0862278892783,4577.200592734384,0.1095297505363913,0.2701925710847999,truck_horn,0,0.4688266302282919,0,TN,
C0000046,2026-01-01 02:10:34,D0113,R03,residential_area,early_morning,0,windy,1.764832991790529,97.3728215685621,433.9580852904052,3322.667093454338,0.2984714233679151,0.8412197650826783,firework,1,0.4403169437998479,0,FN,occlusion_reflection
C0000047,2026-01-24 22:42:14,D0090,R05,arterial_road,night,1,clear,27.378663560771564,109.77083553405924,364.48537000924887,3160.080549738957,0.0955800721111031,0.6932468476745397,firework,1,0.8269341209877836,1,TP,
C0000048,2026-01-10 18:36:56,D0084,R08,residential_area,evening_peak,1,clear,3.029557249002288,113.32917030193288,1087.640765560201,3692.4728213952703,0.1317169796623634,0.5388341740497705,piling,0,0.8295206084958969,1,FP,
C0000049,2026-01-11 05:19:46,D0086,R02,residential_area,early_morning,1,clear,-0.959238336657492,83.49206564359434,916.3533671801569,3427.445907964421,0.0836957464982692,0.4444245201039496,vehicle_backfire,0,0.6759984580985596,0,TN,
C0000050,2026-01-17 10:25:30,D0041,R03,arterial_road,daytime,1,cloudy,1.154594673197508,81.30188700274266,1121.0018159526917,3219.092860518517,0.1373697435574051,0.8046192375482963,vehicle_backfire,0,0.5365976077671878,0,TN,
C0000051,2026-01-06 19:23:53,D0063,R01,arterial_road,evening_peak,0,light_rain,7.345168481373925,104.36163152600464,1344.3682371037544,4028.938489419116,0.0590142459386964,0.6474511090402164,piling,0,0.508457520055381,0,TN,
C0000052,2026-01-06 08:22:22,D0035,R04,arterial_road,daytime,0,cloudy,5.359758935914382,89.35303499072128,192.97955713752933,2237.884105633003,0.1764592671471927,0.4402129688661982,vehicle_backfire,0,0.6228866557870709,0,TN,
C0000053,2026-01-24 22:10:19,D0120,R06,construction_site,night,1,cloudy,15.547585311128715,43.780700501499005,2827.831098538814,2580.159286536912,0.0638696023556861,0.2628854246231198,wind_rain,0,0.1347633906801808,0,TN,
C0000054,2026-01-08 22:07:38,D0015,R06,arterial_road,night,0,cloudy,9.47852105464117,109.71725531073012,1441.4931945775652,3281.140977122546,0.1549301676935133,0.6928029926193957,truck_horn,0,0.8199413673802307,1,FP,
C0000055,2026-01-22 23:12:16,D0028,R03,residential_area,night,0,windy,2.4671029329857976,110.87348324744548,952.1928249496252,2633.3697874865206,0.2670549713713495,0.3987963748168678,firework,1,0.9618003024703762,1,TP,
C0000056,2026-01-05 11:18:57,D0052,R03,residential_area,daytime,1,cloudy,-2.6013881533766243,76.67561461860072,1968.824631264602,2211.9168219648463,0.049031665923909,0.2466489839672564,crowd_noise,0,0.5104198006802295,0,TN,
C0000057,2026-01-11 09:43:46,D0102,R03,construction_site,daytime,1,light_rain,19.39468052496978,112.1111370499182,546.2927019388346,4262.315540485249,0.2644890625684091,0.4608321244780236,firework,1,0.8113502525616058,1,TP,
C0000058,2026-01-15 15:52:19,D0024,R08,industrial_park,daytime,0,clear,7.636515091999172,93.59275174986028,1026.190974069652,1745.5140053334876,0.1478123439586523,0.8105546143750856,vehicle_backfire,0,0.2932877062084961,0,TN,
C0000059,2026-01-17 21:56:55,D0049,R05,construction_site,night,1,light_rain,12.977816394150167,112.16224539079428,376.552765704496,3370.2919601544586,0.2108105840498145,0.2240888552161641,vehicle_backfire,0,0.5222337393552027,0,TN,
C0000060,2026-01-04 19:57:06,D0120,R06,construction_site,evening_peak,1,heavy_rain,5.217928719260051,100.29648352535352,976.0926231260448,3158.169966516026,0.1427770672634239,0.6650607374859934,piling,0,0.3315983582854148,0,TN,
C0000061,2026-01-05 07:29:39,D0067,R03,arterial_road,early_morning,1,cloudy,29.661410190876325,119.9676781191106,258.5146603697808,3720.599053823559,0.1018738753079388,0.5793547300653676,firework,1,0.3134771317474577,0,FN,small_fragmented_blast
C0000062,2026-01-19 15:08:36,D0055,R05,construction_site,daytime,0,clear,15.37339268022005,78.3276638339218,1643.921605838488,3269.1268141340443,0.0472613425065551,0.1235975419559283,machinery,0,0.4056272540801267,0,TN,
C0000063,2026-01-20 17:31:29,D0031,R03,construction_site,evening_peak,0,heavy_rain,0.4961234635453433,78.90970127802058,496.5661314484772,1609.8795890409708,0.0496437880892781,0.1880747223570689,metal_hit,0,0.1693371997362236,0,TN,
C0000064,2026-01-21 22:21:13,D0090,R05,arterial_road,night,0,clear,-1.4053699922016052,97.9764857121051,470.1112986929039,5040.533994537871,0.2746895432376261,0.8257725598593608,firework,1,0.5585612285254297,0,FN,far_distance_low_snr
C0000065,2026-01-20 15:16:57,D0058,R04,arterial_road,daytime,0,cloudy,12.333669748824768,79.08623224575662,220.8076211084791,2005.2887880209703,0.0559392861632856,0.7446210535075989,metal_hit,0,0.1648776010649782,0,TN,
C0000066,2026-01-08 16:17:47,D0117,R02,construction_site,daytime,0,clear,19.709694783089372,63.92212669445627,1430.9889102701686,2073.333614410767,0.0881058159501698,0.4299438250051589,crowd_noise,0,0.4321263558053393,0,TN,
C0000067,2026-01-29 23:20:52,D0106,R03,construction_site,night,0,cloudy,20.132517973240475,94.60813237833904,2152.843139533189,3442.007097236756,0.0756371626647989,0.660826335091558,machinery,0,0.3414666931983898,0,TN,
C0000068,2026-01-13 19:13:05,D0102,R03,construction_site,evening_peak,0,clear,14.224221172757606,122.35228869153116,317.37690418796376,4021.306796642206,0.256519698794742,0.3343046129953383,firework,1,0.8061556333559399,1,TP,
C0000069,2026-01-25 17:37:14,D0116,R08,industrial_park,evening_peak,1,cloudy,16.000187051243103,112.6089978031677,995.2433539451416,2495.9985751345257,0.168053565830767,0.3722233345677853,firework,1,0.9151115216752088,1,TP,
C0000070,2026-01-09 21:41:09,D0032,R01,industrial_park,night,0,cloudy,4.21662072789249,107.22732862793542,1408.9794910202254,2039.7257764360788,0.1458849565100519,0.2172131937355499,piling,0,0.4713636843137659,0,TN,
C0000071,2026-01-04 01:59:43,D0069,R03,residential_area,early_morning,1,clear,10.181577296865552,95.81533322476967,1460.603801121465,4511.3513975186,0.2120318070480624,0.4136711354011736,truck_horn,0,0.5306383429342663,0,TN,
C0000072,2026-01-20 20:38:35,D0073,R01,industrial_park,evening_peak,0,cloudy,7.223403893130406,93.4202106746946,957.3393386917662,3146.19563565026,0.1538931837830334,0.627727113838257,truck_horn,0,0.4762837941815428,0,TN,
C0000073,2026-01-17 22:19:03,D0119,R01,arterial_road,night,1,clear,-5.910880940375933,62.47560741210332,2922.9690147639485,1065.2295447611637,0.0512487644688366,0.5669612628254963,wind_rain,0,0.1860755243555326,0,TN,
C0000074,2026-01-16 21:20:02,D0009,R07,residential_area,night,1,clear,1.4580540883409476,108.42865943563316,1061.7146672668591,5058.135755555424,0.2546003518321228,0.7041110432743022,firework,1,0.8212945238516672,1,TP,
C0000075,2026-01-04 17:48:52,D0097,R08,arterial_road,evening_peak,1,cloudy,18.928048374555804,105.8514970253847,570.1396822693061,2843.835732358454,0.1549616487125778,0.7481633985475347,truck_horn,0,0.7312613142936749,0,TN,
C0000076,2026-01-25 18:27:40,D0062,R07,arterial_road,evening_peak,1,cloudy,24.737240774565908,111.39797920204916,1078.0205698913524,4074.0603597263657,0.051336167689562,0.815490790070363,truck_horn,0,0.8588669796137403,1,FP,
C0000077,2026-01-25 21:51:25,D0106,R03,construction_site,night,1,light_rain,9.823325794584177,109.49657712570844,269.6312351509074,4050.499306105929,0.2175789899769844,0.2974098372400209,metal_hit,0,0.1448071004689763,0,TN,
C0000078,2026-01-19 20:56:34,D0017,R06,arterial_road,evening_peak,0,clear,1.880595179223251,114.40507747855956,996.8283098143274,2283.509056410682,0.0925531577048956,0.2806520714290214,truck_horn,0,0.4942790893827076,0,TN,
C0000079,2026-01-09 07:55:36,D0024,R08,industrial_park,early_morning,0,clear,14.699634536847714,93.51163034437734,1674.3837977088722,1942.6591253770475,0.2057304799078239,0.8354587864800262,truck_horn,0,0.6807333334731469,0,TN,
C0000080,2026-01-16 20:30:41,D0043,R06,construction_site,evening_peak,1,light_rain,27.639402498804827,111.73554216977686,974.1422203457142,5273.441948967731,0.1769205395187175,0.370706809559407,firework,1,0.8117344936642601,1,TP,
C0000081,2026-01-02 18:20:02,D0019,R02,construction_site,evening_peak,0,clear,24.026169946502087,108.45413350681436,1232.176217444464,3352.7486289506805,0.0513566032101141,0.4702901543483866,piling,0,0.4493987976540582,0,TN,
C0000082,2026-01-18 18:47:07,D0098,R03,residential_area,evening_peak,1,light_rain,27.07222432463788,101.54795978614293,250.4743438724994,5334.661442148828,0.2224737691631145,0.8790046539349481,firework,1,0.8285692273408746,1,TP,
C0000083,2026-01-16 13:25:49,D0066,R02,arterial_road,daytime,1,windy,26.210181884109264,114.3979438780067,1155.4548574823518,2111.3618549036764,0.200324892205351,0.6612581905263498,piling,0,0.3650981500393723,0,TN,
C0000084,2026-01-18 15:44:11,D0110,R02,industrial_park,daytime,1,cloudy,1.4595570219680862,105.9005276429776,507.9537768515842,4008.292230456266,0.2442230002326731,0.4926681683018237,firework,1,0.827184357512279,1,TP,
C0000085,2026-01-01 19:27:49,D0087,R02,construction_site,evening_peak,0,clear,5.755469393690024,91.92339050422476,1302.3743813893375,2813.534102248099,0.1103696381643546,0.4926617978900771,piling,0,0.8034100710712248,1,FP,
C0000086,2026-01-23 20:11:11,D0113,R03,residential_area,evening_peak,0,clear,21.799107160869838,86.02820644856202,277.2699618702849,4045.703948063196,0.1226548624267057,0.7450201363620421,metal_hit,0,0.2040616021607238,0,TN,
C0000087,2026-01-26 17:27:53,D0084,R08,residential_area,evening_peak,1,cloudy,16.575769325842472,118.95534211515393,559.6962420903465,2555.569848488071,0.2849197645808484,0.8739303515694943,firework,1,0.8226390376739625,1,TP,
C0000088,2026-01-23 13:58:14,D0101,R06,industrial_park,daytime,0,light_rain,9.85839922632096,69.91492542615816,2208.5393804265605,1679.997052416366,0.0326350293442539,0.6574778284174576,machinery,0,0.2873402644231555,0,TN,
C0000089,2026-01-09 04:13:24,D0036,R04,residential_area,early_morning,0,clear,7.105228672490348,91.56545149210226,501.8224988652182,2590.150375790517,0.0640135947562955,0.150389343437172,vehicle_backfire,0,0.8123336382007487,1,FP,
C0000090,2026-01-16 14:17:21,D0036,R04,residential_area,daytime,1,clear,4.104807279050082,77.60296605962225,272.2155612482473,4171.160315614611,0.1132456753057185,0.412232010572925,vehicle_backfire,0,0.5133726089774643,0,TN,
C0000091,2026-01-24 19:30:58,D0070,R01,arterial_road,evening_peak,1,clear,-0.636814138466093,109.00244374940496,1777.668459614889,1400.774975862752,0.0626239732323051,0.8065605325468881,piling,0,0.6313159223847845,0,TN,
C0000092,2026-01-16 05:56:02,D0071,R06,residential_area,early_morning,1,light_rain,35.88694110941636,114.29202992585364,875.4795831259843,3615.8610336519055,0.216501135423224,0.680299206435534,firework,1,0.8149800516149914,1,TP,
C0000093,2026-01-04 23:48:16,D0041,R03,arterial_road,night,1,light_rain,0.6788322918339631,71.3835134893888,1645.734101566314,2470.519050704293,0.0336901355147261,0.4719773772133658,wind_rain,0,0.0309708469633279,0,TN,
C0000094,2026-01-26 06:18:13,D0029,R05,residential_area,early_morning,1,windy,1.1754321581404703,108.7662708004888,532.5923354681747,5061.084485032772,0.2008748504523993,0.4182423940264436,firework,1,0.8863618404818151,1,TP,
C0000095,2026-01-18 20:49:31,D0023,R03,industrial_park,evening_peak,1,light_rain,-1.4049508923788965,99.98574786656332,541.6193936946306,3769.5268527693024,0.0887966163557953,0.3204955487864014,firework,1,0.9551259477561332,1,TP,
C0000096,2026-01-08 10:23:21,D0114,R04,arterial_road,daytime,0,cloudy,18.386840516396735,112.2667775422641,549.1085820172073,2717.936150161814,0.1096868543653474,0.6989088923936366,truck_horn,0,0.6176289862992658,0,TN,
C0000097,2026-01-13 17:52:10,D0096,R07,construction_site,evening_peak,0,windy,10.49558063581562,97.29707217564037,624.7920870361197,3943.82325830059,0.12583020872824,0.7192121544735954,firework,1,0.8055055620149587,1,TP,
C0000098,2026-01-25 17:25:35,D0024,R08,industrial_park,evening_peak,1,cloudy,10.787704359023564,124.10139258866678,961.6215629199088,3785.422962798427,0.1589497278118588,0.6415237299242784,firework,1,0.8521903912892188,1,TP,
C0000099,2026-01-16 18:29:24,D0037,R04,residential_area,evening_peak,1,cloudy,24.90668924100563,106.9378544206022,1165.6375607202103,2289.874858729193,0.1096126531076259,0.8618993265838406,firework,1,0.8189453119342608,1,TP,
C0000100,2026-01-04 19:44:51,D0029,R05,residential_area,evening_peak,1,cloudy,9.746261133580848,117.2284608848134,201.8599768557691,5225.027378346776,0.0899380994063734,0.4737137006545869,firework,1,0.8084170434975163,1,TP,
C0000101,2026-01-26 21:15:06,D0059,R03,residential_area,night,1,heavy_rain,29.44651684632271,113.5341373457296,493.1816964624725,2212.532913335894,0.2809363038382367,0.8193883589395097,firework,1,0.8128290638780017,1,TP,
C0000102,2026-01-19 21:06:31,D0080,R07,construction_site,night,0,clear,19.43778341776604,111.48715190512311,730.7710882095572,3649.05718025174,0.1175556013714274,0.6598848692193591,truck_horn,0,0.327244603640794,0,TN,
C0000103,2026-01-13 17:23:56,D0032,R01,industrial_park,evening_peak,0,light_rain,-3.2956114720975016,115.48427255019638,317.20416993082097,2643.123193005499,0.1426164162455803,0.37425078015575,vehicle_backfire,0,0.8248053101404789,1,FP,
C0000104,2026-01-27 10:35:48,D0111,R05,arterial_road,daytime,0,light_rain,27.01298218883808,98.31274671689609,1058.311669010366,3825.673550251728,0.0676806985362856,0.5443570243447253,truck_horn,0,0.3334536895864792,0,TN,
C0000105,2026-01-30 06:46:05,D0109,R02,residential_area,early_morning,0,light_rain,14.622757930788463,50.832524703510366,2558.9428238514897,1057.6017630447782,0.0446020005785605,0.4150129139589379,wind_rain,0,0.1882618918034103,0,TN,
C0000106,2026-01-22 10:28:14,D0030,R05,construction_site,daytime,0,light_rain,24.650582590054444,89.79396811988842,1157.9335099456962,1567.4937927210003,0.1390890478752442,0.6358745978865807,piling,0,0.3728817262156943,0,TN,
C0000107,2026-01-10 23:14:40,D0072,R06,arterial_road,night,1,windy,13.198814972021982,112.81791206371648,1224.5890281040065,1870.6312075127744,0.1020744895252587,0.6540436836647593,truck_horn,0,0.5735412107915029,0,TN,
C0000108,2026-01-11 06:37:19,D0033,R02,residential_area,early_morning,1,clear,22.493396015977613,74.48226456305916,773.0066915432129,2315.4163227643367,0.0352079773640085,0.7407662966630415,vehicle_backfire,0,0.3269542711201434,0,TN,
C0000109,2026-01-03 16:48:44,D0103,R05,residential_area,daytime,1,windy,5.868603806784016,114.33470664460872,1939.342378664776,2395.405997571413,0.1162072377972771,0.4282850376263676,piling,0,0.8068012222507807,1,FP,
C0000110,2026-01-02 18:22:37,D0076,R06,residential_area,evening_peak,0,light_rain,9.617378286736948,109.32293853339672,814.2499660734461,3936.543816361216,0.0743763897186857,0.3146559814416632,firework,1,0.880030166325115,1,TP,
C0000111,2026-01-24 08:35:16,D0112,R01,residential_area,daytime,1,clear,0.2755809635896202,102.03588635282414,626.2584918687755,3410.4319054047724,0.1054354758986568,0.2232959846114504,metal_hit,0,0.2840804862969519,0,TN,
C0000112,2026-01-29 01:32:32,D0083,R05,construction_site,early_morning,0,heavy_rain,22.517101700957344,72.68691496379286,1014.1152839168922,2224.099335784045,0.1455764911388793,0.6705661387714568,machinery,0,0.1645631107073646,0,TN,
C0000113,2026-01-09 23:49:43,D0113,R03,residential_area,night,0,clear,19.711192782340333,120.8037864483784,459.70135707124456,2454.669002477642,0.2764892070389033,0.7770627097378531,firework,1,0.5654266932202932,0,FN,occlusion_reflection
C0000114,2026-01-10 18:45:09,D0072,R06,arterial_road,evening_peak,1,heavy_rain,2.4451709335794583,75.27111871851403,274.9565633168439,1279.5685834412784,0.1238389644916291,0.2834642916911839,metal_hit,0,0.4260376145986292,0,TN,
C0000115,2026-01-08 13:42:00,D0009,R07,residential_area,daytime,0,cloudy,13.61911712096288,71.0801047778402,692.1479223653632,3387.012708017618,0.070224838290119,0.5061639863972024,vehicle_backfire,0,0.275756060281657,0,TN,
C0000116,2026-01-13 07:34:46,D0012,R04,industrial_park,early_morning,0,clear,37.50485783170616,114.07771801993216,767.8680078304614,5144.408505384759,0.0770108565022312,0.6522637968515401,firework,1,0.9424002803514788,1,TP,
C0000117,2026-01-07 13:58:51,D0073,R01,industrial_park,daytime,0,cloudy,6.88699005221029,114.18952325659968,405.6119014805014,3227.9186864564977,0.1068611055240689,0.463676292814697,firework,1,0.8952376357205474,1,TP,
C0000118,2026-01-06 18:32:02,D0024,R08,industrial_park,evening_peak,0,cloudy,7.011572417669218,71.35671987968414,1859.758669444584,2547.308147723622,0.1315168001164578,0.5284024473389803,machinery,0,0.217025756820899,0,TN,
C0000119,2026-01-25 21:14:52,D0100,R08,industrial_park,night,1,light_rain,16.41479165830728,95.6431009689574,937.0009869271114,4812.884054237297,0.1805126256660739,0.7390973368620415,firework,1,0.8547958634326955,1,TP,
C0000120,2026-01-25 02:54:52,D0054,R03,construction_site,early_morning,1,windy,12.480496296093332,79.43521751834545,325.09862878058885,2537.845011629117,0.1519003431719312,0.4387033563454234,metal_hit,0,0.1633481993041287,0,TN,
